Comment,Published At,Like Count,Reply Count
I have arrived at School,2025-05-07T15:33:48Z,0,0
👏👏👏👏,2025-05-07T15:33:26Z,0,0
I&#39;ll arrive in México city next fall. I hope 😅,2025-05-07T15:30:00Z,0,1
Reply: We hope you have a great time there!,2025-05-08T09:09:17Z,0,0
I’ve arrived at hospital ( I’m an intern ),2025-05-07T15:12:04Z,0,0
I arrived in Mandalay.,2025-05-07T15:10:06Z,0,0
What other words do not take a preposition at the beginning?,2025-05-07T14:51:30Z,0,1
Reply: 😊 &#39;I arrived here&#39; and &#39;I arrived there&#39;.,2025-05-08T09:07:31Z,1,0
Home sweet home needs nothing to be added 🏡,2025-05-07T14:39:07Z,0,0
Thanks ❤,2025-05-07T14:23:03Z,0,0
i arrived at bank in this afternoon.,2025-05-07T13:35:08Z,0,0
I &#39;ve arrived at home,2025-05-07T13:34:44Z,0,0
I.v home,2025-05-07T13:22:42Z,0,0
I have &quot;arrived &quot;in different countries recently by watching travelling vlogs 😁,2025-05-07T13:07:40Z,0,0
İ&#39;ve arrived home,2025-05-07T13:02:32Z,0,0
"🙇‍♀️ Apologies, this isn’t an example, but I do have a question. Would it be natural to say ‘I arrived at my place’ instead of ‘I arrived home’? 🤔Thank you very much.",2025-05-07T12:51:09Z,0,2
"Reply: 👍 Yes, you could say that!",2025-05-07T13:32:36Z,1,0
Reply: @ Thank you so much!😊,2025-05-07T13:40:24Z,0,0
I used to use &quot;at&quot; with the place home before. But now I got aware of using the preposition with home.,2025-05-07T12:43:12Z,0,0
"To me it has to be all in same word in or at just one. I think English needs one more Revolution and The more simplified the grammar of a language, the more it is preferred. For this reason, English has moved ahead of others and should continue to do so.",2025-05-07T12:43:10Z,1,0
"When I arrived in Tehran, I immediately moved to work. After arriving at work, I got caught up in some refurbishment and should be back home. When I arrived home, I was so exhausted that I just fell asleep.",2025-05-07T12:27:40Z,5,0
I arrived at my condo in Petaling Jaya. There is a lot of lessons from the book of Merphy,2025-05-07T12:22:09Z,0,0
I&#39;ve arrived home,2025-05-07T12:20:25Z,0,0
I arrived at the chemist because I&#39;ve got a terrible headache 😢,2025-05-07T12:13:22Z,0,2
Reply: Oh no! We hope you feel better soon!,2025-05-07T13:06:19Z,1,0
Reply: @bbclearningenglish  thanks 😁,2025-05-07T14:05:27Z,0,0
I arrived home this evening. 🙂,2025-05-07T11:53:34Z,1,0
Why home don&#39;t use any preposition?,2025-05-07T11:49:58Z,0,0
I&#39;ve arrived here to watch this short video by chance.,2025-05-07T11:40:03Z,0,0
"I arrived at the local supermarket to get some groceries.🛒 After shopping, I arrived home.🏡",2025-05-07T11:39:58Z,0,0
I&#39;ve got a difficult.  I don&#39;t understand how to use &quot;the&quot;. Could you explain it to me how can I use it. You are the best teacher.,2025-05-07T11:36:22Z,0,2
"Reply: 😊 Thanks for the comment! Watch this video with Dan to learn how to use &#39;the&#39;: <a href=""https://www.youtube.com/watch?v=sZDPFYFH41Q"">https://www.youtube.com/watch?v=sZDPFYFH41Q</a>",2025-05-07T12:55:35Z,1,0
Reply: @bbclearningenglish  Thank for your help! English is not very hard. I love to study english.😁😍😇,2025-05-12T07:44:52Z,0,0
I arrived at the Begumpet airport while arriving in India before arriving home a few days ago 👍,2025-05-07T11:27:48Z,0,2
"Reply: 👍 Fantastic examples! 🤓 Quick tip - we don&#39;t need &#39;the&#39; when we mention the name of the airport, so you can say &#39;I arrived at Begumpet airport.&#39;",2025-05-07T11:41:47Z,0,0
Reply: @@bbclearningenglish Good evening Shaan. Thank you very much for your tip to correct myself,2025-05-07T12:46:01Z,0,0
I arrived in Delhi😊 interesting thank you,2025-05-07T11:24:11Z,0,0
I want difference between house and home I know about home because we don&#39;t put any preposition but what about house can we use preposition of &quot; in &quot; with house could you give me a guidance could you ❤?,2025-05-07T11:13:58Z,0,2
Reply: 😊 We would use the preposition &#39;at&#39; with &#39;house&#39; eg &#39;I just arrived at my friend&#39;s house.&#39;,2025-05-07T11:40:10Z,0,0
Reply: Its sound.  Good guidance i appreciate your help ❤!,2025-05-07T11:50:53Z,0,0
