Comment,Published At,Like Count,Reply Count
"No one answers my questions I believe that you will answer this question.<br><br>What is the difference in meaning which one is more correct and commonly used in English<br><br><br>The teacher explained a lesson to  the  students, showing a picture.<br><br>The teacher explained a lesson, to the students by showing a picture.<br><br>I am not sure when to add the preposition by to an ing clausee😢😢",2025-05-08T05:40:34Z,1,1
Reply: &#39;The teacher explained a lesson to the students by showing a picture&#39; is the correct sentence. We can use &#39;by&#39; + gerund to explain how we do something eg &#39;I learnt English by practising every day&#39;.,2025-05-08T09:31:47Z,2,0
Hello from Ukraine and thank you for the interesting information and rich vocabulary ❤,2025-05-08T05:36:57Z,2,1
Reply: We&#39;re glad you enjoyed it!,2025-05-08T09:23:43Z,1,0
"From Mexico! I liked the video, it was pretty interesting!",2025-05-08T04:48:44Z,3,0
From Bangladesh.,2025-05-08T02:34:11Z,0,0
Great...nice clip and effective,2025-05-08T02:31:43Z,1,0
"BBC Learning English is not slacking off a day, and always packs a punch of knowledge for us ❤",2025-05-07T23:36:52Z,2,1
Reply: We&#39;re glad you think so!,2025-05-08T09:22:04Z,2,0
WOW it&#39;s really interesting to know that octopuses and fish work together but sometimes octopuses punish some fish when they slack off. That was caught on camera. Nice discovery.,2025-05-07T22:25:32Z,2,1
"Reply: 😊 Yes, octopuses are very interesting creatures! You can learn more about them in this episode of 6 Minute English: <a href=""https://www.youtube.com/watch?v=u6Ke0rdjKEg"">https://www.youtube.com/watch?v=u6Ke0rdjKEg</a>",2025-05-08T09:17:56Z,2,0
I’m from Morocco I like your content thank you for everything ❤,2025-05-07T21:45:07Z,1,0
From Bangladesh 🇧🇩,2025-05-07T17:34:35Z,4,0
From somalia🇸🇴 🤍💙,2025-05-07T17:02:31Z,8,6
"Reply: Hello,, bro,, Do u prepared for IELTS..?",2025-05-07T17:29:14Z,0,0
Reply: Bangladesh,2025-05-07T18:52:24Z,2,0
Reply: @@danuushmoha6056 same with u 🥰,2025-05-07T20:31:23Z,1,0
Reply: Where you heard ?&quot;I&#39;m a captain now&quot; if you&#39;re Somalian,2025-05-07T22:34:30Z,0,0
Reply: ​​@@TonyRashid-bd8ld  Capital city of mugadisho. M.a dhamantiina waa idin salaamey dadkeyga🙏,2025-05-08T18:22:27Z,0,0
Love from Bangladesh! ❤🇧🇩,2025-05-07T16:27:17Z,2,0
"<a href=""https://www.youtube.com/watch?v=y3dttOboMnE&amp;t=220"">3:40</a> punching octopus, what does punching mean here? That the octopus is hitting? <br>And slack off is an expression i already knew because you guys talked about it in this video <a href=""https://www.youtube.com/watch?v=l5qMesQWSCE"">https://youtu.be/l5qMesQWSCE?si=J86Lk0pdQs8VmPH8</a>. Excellent video as usual.",2025-05-07T15:05:36Z,0,1
"Reply: 👍 Yes, you&#39;re right! &#39;punching octopus&#39; means that the octopus is hitting the fish.",2025-05-08T09:08:42Z,1,0
Good luck 🔥,2025-05-07T14:57:18Z,1,0
Octopus ....is Fish working ....with <br>Intelligence ...for Food and ....play <br>Against others fish...and Also Against man ...and Fisherman 🐙✌,2025-05-07T14:15:13Z,0,0
🥰 from PAKISTAN,2025-05-07T14:03:06Z,5,4
Reply: I am from India,2025-05-07T14:49:34Z,2,0
Reply: @@PapaNicolau-x8h nice to meet you,2025-05-07T15:19:24Z,2,0
Reply: I am from Bangladesh 🎉,2025-05-07T16:20:21Z,2,0
Reply: @@taslimabegum1576 oh,2025-05-08T13:18:13Z,0,0
Superbe ❤️❤️❤😘🙏,2025-05-07T13:57:38Z,1,0
I am first,2025-05-07T13:48:15Z,1,0
Lovely bbc,2025-05-07T13:48:14Z,0,0
