Comment,Published At,Like Count,Reply Count
"How can the zoos teach the animal care if we don&#39;t respect the natural needs of the animal such as living and being happy in its habitat.  <br>What would happen if humans were locked in golden cages? Would we be happy?<br>Let&#39;s be human, stop visiting and creates zoos!",2025-05-09T11:47:52Z,0,0
Never in Zoos ....Animals is Freedom&#39;s Symbol ....and in Zoo...is Shut in Jail ....is Death <br>Animals only free Forever in Our.Habitat,2025-05-09T10:39:13Z,2,0
"No, they should not. There is an exception -- the intention to save species&#39;  of extinction",2025-05-09T10:16:14Z,1,0
This video is the gift that keeps on giving! ❤🎉,2025-05-09T10:00:25Z,1,0
Thank you a lot! Hello from Kazakhstan!! 🇰🇿💜,2025-05-09T07:50:02Z,2,0
Thanks for your program. Greetings from Moscow.😊,2025-05-09T06:38:17Z,2,0
I think zoos are good institution for animals which can help people understand and protect animals.,2025-05-09T05:58:10Z,0,0
Thanks a lot. Greetings from Mexico.😊,2025-05-09T05:01:18Z,1,0
Thanks 😊,2025-05-09T03:52:09Z,1,0
Endangered animals need to be conserved. It&#39;s really abnormal when animals in the zoo escape. Parrots mimic what humans say.,2025-05-08T22:16:14Z,0,0
人間にしてはいけないと感じることは動物にもしてはいけない。簡単なことだ。,2025-05-08T18:58:57Z,0,0
Zoos should be band except intensive care,2025-05-08T18:27:30Z,0,0
It is not easy for me to mimic your British accent.,2025-05-08T18:04:55Z,0,0
Freedom for all animals!,2025-05-08T17:55:42Z,2,0
"I wish some people could live happily without taking animals&#39; rights. They do deserve living freely in nature without humans&#39;&#39; interference. Look at their beauty, how wonderful they are 💕a",2025-05-08T16:51:37Z,3,0
I totally disagree with zoo theory  because animals have their right to live where they want to .,2025-05-08T16:40:42Z,27,0
"Every time you humans and your stupidity trying to justify the prison of animals in zoos. The human itself is an animal. What do you feel visiting zoos with diferent human beings exposed? That&#39;s interesting, isn&#39;t it? Think about it!!! <a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/oPgfY_DoKfSXkNAPq8-AgAo""></a>",2025-05-08T16:39:27Z,0,0
I would like to see the place where animals are kept.,2025-05-08T15:55:57Z,1,1
Reply: Then would you like to be kept and animals seeing you? How selfish,2025-05-15T15:23:46Z,0,0
😍,2025-05-08T15:51:46Z,2,0
"I find very difficult to have an opinion about animals be kept in zoos because on the one hand I think it&#39;s the only way some children get to see wild<br>animals but on the other hand, I agree with Neil that it&#39;s sad and cruel. The arguments against and in favour are very convincing in their thinking, but I can&#39;t make up my mind. I love my freedom, and besides I suffer from claustrophobia, I don&#39;t want to imagine if I were to be kept somewhere for ever. Maybe I&#39;m alredy making a statement! Many thanks for your lesson.",2025-05-08T14:46:21Z,3,2
Reply: Thanks for your excellent comment!,2025-05-08T15:17:40Z,0,0
Reply: @@bbclearningenglish Thanks to you always!,2025-05-08T15:21:16Z,0,0
❤❤❤,2025-05-08T13:54:19Z,2,0
Zoos should not exist. Go vegan! 💚,2025-05-08T13:47:06Z,1,0
thank you very much,2025-05-08T13:37:32Z,2,0
"Zoos are jails for animals. I never will forget a poor Elephant at the Bronx&#39;s zoo..he had minimal space and was totally alone! It was heartbroken to me that I decided not to visit a zoo anymore. In fact, now I&#39;m Vegan since 11 years",2025-05-08T13:26:09Z,7,2
Reply: Thanks for the comment! Here&#39;s a quick tip - we can say &#39;it was heartbreaking&#39; or &#39;I was heartbroken&#39;.,2025-05-08T15:11:14Z,2,0
Reply: @bbclearningenglish  thankyou ❤️,2025-05-08T15:22:24Z,1,0
Of course not. We are not the owners of the planet. Santuarys  or natural reserves. Zoos and animal show are incredible cruel.,2025-05-08T13:17:09Z,0,0
"Basically, I feel that animals should not be kept in zoos now. Population of animals is reduced compared to the 19th century. Before, it was a type of education in learning animals. Now, individuals have internet connection and TV channels that give more information about animals. Moreover, wealthy people can afford themselves to visit Africa and South America, where forests and jungle are home for animals.",2025-05-08T13:08:40Z,4,2
Reply: Thanks for the excellent comment!,2025-05-08T15:09:54Z,1,0
Reply: @bbclearningenglish  My pleasure.,2025-05-08T15:48:36Z,0,0
Should human survive ?,2025-05-08T12:22:38Z,3,0
Thanks for your time so could i get   the first lessons,2025-05-08T11:29:04Z,1,0
I think Animals should live freely at there Natural Environment!!,2025-05-08T11:05:00Z,5,2
Reply: Thanks for the comment! Here&#39;s a quick correction - &#39;I think animals should live freely IN their natural environment&#39;.,2025-05-08T14:26:03Z,2,0
Reply: Oh thanks for the correction​@@bbclearningenglish,2025-05-08T16:33:18Z,0,0
Thanks BBC from Dominican Republic 🇩🇴,2025-05-08T10:50:24Z,8,0
thank you for video🥰,2025-05-08T10:42:08Z,2,0
"Thank you, from Uzbekistan 🇺🇿🤍",2025-05-08T10:39:24Z,5,1
Reply: Thanks for listening to this podcast!,2025-05-08T14:24:23Z,3,0
"I really have some vivid memories from visiting the zoo in the city where my grandma lives. I used to be extremely excited to see some massive animals that (to be honest) I had seen in different science books. It was such a huge opportunity for my little brother and me to detach from the chaotic urban area as well. Unfortunately, I have to say that this zoo has become much emptier these days, and the only things left are some bears and (probably) some aquariums filled with little fish. However, this place didn&#39;t used to be a huge one where there had been so many species like lions or even elephants, but maybe one where people usually hung out, considering that there is a gigantic park right before you enter the zoo. I haven&#39;t visited this zoo since 2019, but I still have a deep feeling that this place is not popular anymore, as most animals died from natural causes. Over time, my perspective on animals kept in zoos has changed dramatically. When I was a child, visiting a place like this was the only opportunity to see them in real life, but now I feel deeply disappointed by the way they are treated.",2025-05-08T10:10:13Z,30,1
Reply: They died and they had not had the change to reproduce then 🤔,2025-05-09T00:38:14Z,0,0
No. They have to be free.,2025-05-08T10:06:43Z,4,0
NEVER,2025-05-08T09:51:25Z,5,0
Only if they are in danger,2025-05-08T09:28:40Z,6,0
they are the luckiest if they can receive good meals and medications     and be loved by the zoo keepers,2025-05-08T09:11:48Z,2,0
Yes but we must create the best conditions for them as possible. And zoos should be under control,2025-05-08T09:03:49Z,3,0
Thanks for your videos those are encouraged ourselves,2025-05-08T09:02:59Z,2,0
I like your show❤,2025-05-08T09:00:15Z,3,1
"Reply: We&#39;re glad to hear that! You can find more BBC Learning English podcasts on our website: <a href=""https://bit.ly/3RumTMw"">https://bit.ly/3RumTMw</a>",2025-05-08T09:35:08Z,1,0
ensure best tracking system for projects progress,2025-05-08T08:55:16Z,5,0
